date,monthly average (h),distance (km),calories (kCal)
01/01/2024,01:36:00,4.4,473
01/02/2024,02:36:00,9.7,4420
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
